A,B,C,D
54,0,Category2,2040-08-10
62,0,Category3,2040-08-11
87,0,Category2,2040-08-12
32,0,Category3,2040-08-13
40,0,Category1,2040-08-14
13,0,Category3,2040-08-15
84,0,Category1,2040-08-16
35,0,Category1,2040-08-17
5,0,Category3,2040-08-18
73,0,Category3,2040-08-19
29,0,Category1,2040-08-20
70,0,Category2,2040-08-21
25,0,Category2,2040-08-22
95,0,Category3,2040-08-23
22,0,Category1,2040-08-24
66,0,Category2,2040-08-25
45,0,Category3,2040-08-26
69,0,Category3,2040-08-27
91,0,Category1,2040-08-28
89,0,Category2,2040-08-29
72,0,Category3,2040-08-30
1,0,Category2,2040-08-31
84,0,Category3,2040-09-01
44,0,Category3,2040-09-02
87,0,Category2,2040-09-03
96,0,Category2,2040-09-04
75,0,Category1,2040-09-05
39,0,Category1,2040-09-06
54,0,Category1,2040-09-07
88,0,Category1,2040-09-08
75,0,Category2,2040-09-09
29,0,Category1,2040-09-10
54,0,Category2,2040-09-11
90,0,Category3,2040-09-12
16,0,Category2,2040-09-13
99,0,Category1,2040-09-14
20,0,Category2,2040-09-15
46,0,Category2,2040-09-16
67,0,Category2,2040-09-17
65,0,Category2,2040-09-18
58,0,Category2,2040-09-19
53,0,Category1,2040-09-20
1,0,Category2,2040-09-21
81,0,Category1,2040-09-22
66,0,Category3,2040-09-23
29,0,Category2,2040-09-24
84,0,Category3,2040-09-25
70,0,Category1,2040-09-26
8,0,Category2,2040-09-27
29,0,Category3,2040-09-28
51,0,Category1,2040-09-29
33,0,Category3,2040-09-30
3,0,Category2,2040-10-01
60,0,Category2,2040-10-02
35,0,Category2,2040-10-03
69,0,Category1,2040-10-04
91,0,Category3,2040-10-05
76,0,Category1,2040-10-06
84,0,Category3,2040-10-07
20,0,Category1,2040-10-08
73,0,Category2,2040-10-09
39,0,Category3,2040-10-10
4,0,Category3,2040-10-11
19,0,Category3,2040-10-12
91,0,Category1,2040-10-13
45,0,Category2,2040-10-14
43,0,Category3,2040-10-15
13,0,Category1,2040-10-16
13,0,Category3,2040-10-17
60,0,Category2,2040-10-18
57,0,Category3,2040-10-19
86,0,Category2,2040-10-20
92,0,Category1,2040-10-21
52,0,Category1,2040-10-22
53,0,Category2,2040-10-23
86,0,Category2,2040-10-24
43,0,Category1,2040-10-25
83,0,Category2,2040-10-26
72,0,Category2,2040-10-27
72,0,Category3,2040-10-28
42,0,Category1,2040-10-29
90,0,Category1,2040-10-30
26,0,Category2,2040-10-31
23,0,Category2,2040-11-01
43,0,Category2,2040-11-02
77,0,Category1,2040-11-03
28,0,Category3,2040-11-04
9,0,Category1,2040-11-05
20,0,Category3,2040-11-06
56,0,Category2,2040-11-07
83,0,Category1,2040-11-08
39,0,Category3,2040-11-09
51,0,Category1,2040-11-10
12,0,Category3,2040-11-11
79,0,Category3,2040-11-12
95,0,Category1,2040-11-13
55,0,Category2,2040-11-14
78,0,Category1,2040-11-15
11,0,Category2,2040-11-16
26,0,Category3,2040-11-17
42,0,Category3,2040-11-18
27,0,Category1,2040-11-19
11,0,Category1,2040-11-20
38,0,Category2,2040-11-21
98,0,Category2,2040-11-22
43,0,Category1,2040-11-23
19,0,Category2,2040-11-24
64,0,Category2,2040-11-25
6,0,Category1,2040-11-26
46,0,Category1,2040-11-27
42,0,Category3,2040-11-28
92,0,Category3,2040-11-29
65,0,Category1,2040-11-30
99,0,Category3,2040-12-01
72,0,Category2,2040-12-02
59,0,Category1,2040-12-03
52,0,Category3,2040-12-04
47,0,Category1,2040-12-05
7,0,Category3,2040-12-06
11,0,Category1,2040-12-07
61,0,Category2,2040-12-08
68,0,Category3,2040-12-09
25,0,Category1,2040-12-10
12,0,Category2,2040-12-11
26,0,Category3,2040-12-12
12,0,Category3,2040-12-13
43,0,Category1,2040-12-14
51,0,Category2,2040-12-15
37,0,Category1,2040-12-16
46,0,Category3,2040-12-17
53,0,Category1,2040-12-18
88,0,Category1,2040-12-19
80,0,Category2,2040-12-20
13,0,Category2,2040-12-21
89,0,Category3,2040-12-22
54,0,Category2,2040-12-23
57,0,Category1,2040-12-24
4,0,Category3,2040-12-25
75,0,Category2,2040-12-26
96,0,Category1,2040-12-27
49,0,Category1,2040-12-28
7,0,Category3,2040-12-29
11,0,Category3,2040-12-30
92,0,Category2,2040-12-31
54,0,Category2,2041-01-01
87,0,Category2,2041-01-02
45,0,Category2,2041-01-03
23,0,Category3,2041-01-04
28,0,Category1,2041-01-05
57,0,Category1,2041-01-06
26,0,Category2,2041-01-07
25,0,Category3,2041-01-08
54,0,Category2,2041-01-09
29,0,Category2,2041-01-10
83,0,Category3,2041-01-11
97,0,Category1,2041-01-12
36,0,Category1,2041-01-13
14,0,Category2,2041-01-14
78,0,Category3,2041-01-15
35,0,Category1,2041-01-16
30,0,Category1,2041-01-17
92,0,Category3,2041-01-18
17,0,Category3,2041-01-19
67,0,Category1,2041-01-20
80,0,Category2,2041-01-21
30,0,Category2,2041-01-22
93,0,Category1,2041-01-23
45,0,Category2,2041-01-24
79,0,Category2,2041-01-25
89,0,Category3,2041-01-26
51,0,Category3,2041-01-27
47,0,Category3,2041-01-28
53,0,Category2,2041-01-29
64,0,Category3,2041-01-30
38,0,Category3,2041-01-31
64,0,Category1,2041-02-01
87,0,Category3,2041-02-02
89,0,Category1,2041-02-03
7,0,Category2,2041-02-04
22,0,Category3,2041-02-05
81,0,Category1,2041-02-06
82,0,Category1,2041-02-07
41,0,Category1,2041-02-08
74,0,Category2,2041-02-09
10,0,Category3,2041-02-10
57,0,Category2,2041-02-11
7,0,Category1,2041-02-12
50,0,Category2,2041-02-13
91,0,Category2,2041-02-14
52,0,Category1,2041-02-15
33,0,Category3,2041-02-16
1,0,Category3,2041-02-17
53,0,Category2,2041-02-18
60,0,Category3,2041-02-19
34,0,Category1,2041-02-20
4,0,Category3,2041-02-21
17,0,Category2,2041-02-22
4,0,Category1,2041-02-23
43,0,Category1,2041-02-24
90,0,Category1,2041-02-25
4,0,Category2,2041-02-26
1,0,Category2,2041-02-27
71,0,Category3,2041-02-28
94,0,Category2,2041-03-01
50,0,Category1,2041-03-02
73,0,Category2,2041-03-03
61,0,Category2,2041-03-04
35,0,Category3,2041-03-05
8,0,Category1,2041-03-06
24,0,Category3,2041-03-07
83,0,Category3,2041-03-08
36,0,Category3,2041-03-09
50,0,Category1,2041-03-10
43,0,Category3,2041-03-11
27,0,Category1,2041-03-12
32,0,Category3,2041-03-13
78,0,Category3,2041-03-14
18,0,Category1,2041-03-15
28,0,Category2,2041-03-16
29,0,Category3,2041-03-17
16,0,Category2,2041-03-18
99,0,Category3,2041-03-19
47,0,Category2,2041-03-20
59,0,Category2,2041-03-21
31,0,Category2,2041-03-22
4,0,Category2,2041-03-23
37,0,Category2,2041-03-24
17,0,Category1,2041-03-25
39,0,Category2,2041-03-26
48,0,Category1,2041-03-27
46,0,Category3,2041-03-28
90,0,Category1,2041-03-29
48,0,Category2,2041-03-30
39,0,Category1,2041-03-31
4,0,Category2,2041-04-01
30,0,Category1,2041-04-02
30,0,Category3,2041-04-03
22,0,Category2,2041-04-04
75,0,Category2,2041-04-05
66,0,Category1,2041-04-06
12,0,Category1,2041-04-07
94,0,Category1,2041-04-08
36,0,Category1,2041-04-09
18,0,Category1,2041-04-10
90,0,Category2,2041-04-11
53,0,Category3,2041-04-12
71,0,Category1,2041-04-13
1,0,Category2,2041-04-14
58,0,Category3,2041-04-15
90,0,Category3,2041-04-16
87,0,Category1,2041-04-17
90,0,Category2,2041-04-18
6,0,Category2,2041-04-19
70,0,Category2,2041-04-20
44,0,Category2,2041-04-21
72,0,Category2,2041-04-22
24,0,Category3,2041-04-23
86,0,Category3,2041-04-24
19,0,Category3,2041-04-25
18,0,Category2,2041-04-26
95,0,Category3,2041-04-27
30,0,Category3,2041-04-28
42,0,Category1,2041-04-29
33,0,Category3,2041-04-30
74,0,Category1,2041-05-01
12,0,Category2,2041-05-02
94,0,Category2,2041-05-03
27,0,Category2,2041-05-04
39,0,Category2,2041-05-05
9,0,Category3,2041-05-06
21,0,Category1,2041-05-07
76,0,Category2,2041-05-08
29,0,Category2,2041-05-09
33,0,Category1,2041-05-10
62,0,Category1,2041-05-11
15,0,Category1,2041-05-12
2,0,Category1,2041-05-13
52,0,Category1,2041-05-14
44,0,Category3,2041-05-15
54,0,Category1,2041-05-16
18,0,Category3,2041-05-17
3,0,Category1,2041-05-18
7,0,Category1,2041-05-19
43,0,Category2,2041-05-20
82,0,Category2,2041-05-21
38,0,Category2,2041-05-22
37,0,Category2,2041-05-23
58,0,Category2,2041-05-24
33,0,Category2,2041-05-25
59,0,Category1,2041-05-26
95,0,Category1,2041-05-27
11,0,Category2,2041-05-28
68,0,Category2,2041-05-29
82,0,Category2,2041-05-30
68,0,Category1,2041-05-31
98,0,Category2,2041-06-01
93,0,Category2,2041-06-02
88,0,Category1,2041-06-03
22,0,Category1,2041-06-04
66,0,Category3,2041-06-05
44,0,Category2,2041-06-06
6,0,Category1,2041-06-07
42,0,Category3,2041-06-08
25,0,Category1,2041-06-09
57,0,Category3,2041-06-10
85,0,Category3,2041-06-11
55,0,Category2,2041-06-12
16,0,Category2,2041-06-13
95,0,Category3,2041-06-14
14,0,Category2,2041-06-15
39,0,Category1,2041-06-16
28,0,Category1,2041-06-17
96,0,Category3,2041-06-18
92,0,Category3,2041-06-19
51,0,Category1,2041-06-20
49,0,Category1,2041-06-21
9,0,Category3,2041-06-22
58,0,Category1,2041-06-23
45,0,Category1,2041-06-24
22,0,Category3,2041-06-25
32,0,Category2,2041-06-26
69,0,Category1,2041-06-27
87,0,Category2,2041-06-28
69,0,Category2,2041-06-29
42,0,Category1,2041-06-30
53,0,Category2,2041-07-01
96,0,Category3,2041-07-02
59,0,Category1,2041-07-03
74,0,Category1,2041-07-04
39,0,Category2,2041-07-05
15,0,Category1,2041-07-06
71,0,Category1,2041-07-07
29,0,Category2,2041-07-08
3,0,Category2,2041-07-09
83,0,Category1,2041-07-10
10,0,Category1,2041-07-11
92,0,Category3,2041-07-12
29,0,Category3,2041-07-13
79,0,Category1,2041-07-14
35,0,Category1,2041-07-15
6,0,Category3,2041-07-16
12,0,Category2,2041-07-17
38,0,Category1,2041-07-18
77,0,Category3,2041-07-19
93,0,Category3,2041-07-20
19,0,Category1,2041-07-21
67,0,Category1,2041-07-22
8,0,Category3,2041-07-23
8,0,Category1,2041-07-24
84,0,Category2,2041-07-25
47,0,Category1,2041-07-26
4,0,Category3,2041-07-27
51,0,Category3,2041-07-28
85,0,Category1,2041-07-29
67,0,Category3,2041-07-30
45,0,Category2,2041-07-31
8,0,Category1,2041-08-01
87,0,Category1,2041-08-02
16,0,Category3,2041-08-03
77,0,Category2,2041-08-04
67,0,Category1,2041-08-05
9,0,Category3,2041-08-06
60,0,Category1,2041-08-07
78,0,Category2,2041-08-08
77,0,Category3,2041-08-09
71,0,Category1,2041-08-10
15,0,Category3,2041-08-11
71,0,Category3,2041-08-12
98,0,Category2,2041-08-13
41,0,Category2,2041-08-14
22,0,Category1,2041-08-15
24,0,Category3,2041-08-16
44,0,Category3,2041-08-17
1,0,Category3,2041-08-18
10,0,Category1,2041-08-19
80,0,Category2,2041-08-20
72,0,Category2,2041-08-21
56,0,Category3,2041-08-22
89,0,Category1,2041-08-23
50,0,Category3,2041-08-24
12,0,Category2,2041-08-25
89,0,Category3,2041-08-26
81,0,Category3,2041-08-27
60,0,Category3,2041-08-28
26,0,Category2,2041-08-29
78,0,Category1,2041-08-30
41,0,Category3,2041-08-31
36,0,Category2,2041-09-01
23,0,Category3,2041-09-02
43,0,Category1,2041-09-03
6,0,Category3,2041-09-04
69,0,Category1,2041-09-05
43,0,Category2,2041-09-06
25,0,Category1,2041-09-07
18,0,Category1,2041-09-08
62,0,Category2,2041-09-09
13,0,Category1,2041-09-10
43,0,Category1,2041-09-11
78,0,Category2,2041-09-12
28,0,Category1,2041-09-13
18,0,Category1,2041-09-14
59,0,Category3,2041-09-15
60,0,Category1,2041-09-16
63,0,Category1,2041-09-17
57,0,Category1,2041-09-18
92,0,Category2,2041-09-19
51,0,Category1,2041-09-20
56,0,Category2,2041-09-21
27,0,Category2,2041-09-22
32,0,Category1,2041-09-23
9,0,Category1,2041-09-24
96,0,Category1,2041-09-25
84,0,Category1,2041-09-26
92,0,Category1,2041-09-27
97,0,Category1,2041-09-28
68,0,Category1,2041-09-29
46,0,Category2,2041-09-30
98,0,Category3,2041-10-01
67,0,Category2,2041-10-02
26,0,Category1,2041-10-03
8,0,Category3,2041-10-04
6,0,Category3,2041-10-05
80,0,Category1,2041-10-06
24,0,Category1,2041-10-07
48,0,Category2,2041-10-08
94,0,Category3,2041-10-09
45,0,Category3,2041-10-10
13,0,Category1,2041-10-11
69,0,Category1,2041-10-12
25,0,Category3,2041-10-13
20,0,Category3,2041-10-14
82,0,Category1,2041-10-15
82,0,Category1,2041-10-16
66,0,Category1,2041-10-17
74,0,Category2,2041-10-18
45,0,Category2,2041-10-19
47,0,Category1,2041-10-20
63,0,Category2,2041-10-21
76,0,Category3,2041-10-22
77,0,Category3,2041-10-23
55,0,Category1,2041-10-24
75,0,Category3,2041-10-25
19,0,Category3,2041-10-26
35,0,Category3,2041-10-27
53,0,Category3,2041-10-28
26,0,Category3,2041-10-29
14,0,Category2,2041-10-30
45,0,Category2,2041-10-31
44,0,Category1,2041-11-01
88,0,Category3,2041-11-02
65,0,Category2,2041-11-03
51,0,Category2,2041-11-04
43,0,Category2,2041-11-05
86,0,Category3,2041-11-06
23,0,Category2,2041-11-07
56,0,Category1,2041-11-08
19,0,Category1,2041-11-09
82,0,Category3,2041-11-10
76,0,Category1,2041-11-11
55,0,Category2,2041-11-12
92,0,Category3,2041-11-13
92,0,Category1,2041-11-14
60,0,Category3,2041-11-15
59,0,Category2,2041-11-16
33,0,Category1,2041-11-17
19,0,Category2,2041-11-18
28,0,Category1,2041-11-19
52,0,Category3,2041-11-20
49,0,Category1,2041-11-21
37,0,Category1,2041-11-22
26,0,Category1,2041-11-23
99,0,Category3,2041-11-24
98,0,Category1,2041-11-25
99,0,Category2,2041-11-26
40,0,Category3,2041-11-27
80,0,Category3,2041-11-28
38,0,Category2,2041-11-29
77,0,Category3,2041-11-30
87,0,Category1,2041-12-01
54,0,Category3,2041-12-02
22,0,Category2,2041-12-03
16,0,Category3,2041-12-04
28,0,Category2,2041-12-05
35,0,Category3,2041-12-06
60,0,Category2,2041-12-07
45,0,Category3,2041-12-08
46,0,Category1,2041-12-09
72,0,Category2,2041-12-10
55,0,Category2,2041-12-11
86,0,Category3,2041-12-12
85,0,Category3,2041-12-13
26,0,Category3,2041-12-14
85,0,Category1,2041-12-15
25,0,Category3,2041-12-16
65,0,Category2,2041-12-17
6,0,Category3,2041-12-18
23,0,Category1,2041-12-19
64,0,Category3,2041-12-20
87,0,Category3,2041-12-21
43,0,Category2,2041-12-22
23,0,Category3,2041-12-23
96,0,Category1,2041-12-24
30,0,Category3,2041-12-25
77,0,Category3,2041-12-26
18,0,Category2,2041-12-27
87,0,Category3,2041-12-28
79,0,Category2,2041-12-29
97,0,Category2,2041-12-30
21,0,Category3,2041-12-31
57,0,Category2,2042-01-01
23,0,Category2,2042-01-02
91,0,Category3,2042-01-03
45,0,Category3,2042-01-04
44,0,Category1,2042-01-05
82,0,Category1,2042-01-06
88,0,Category2,2042-01-07
47,0,Category2,2042-01-08
40,0,Category3,2042-01-09
51,0,Category1,2042-01-10
42,0,Category1,2042-01-11
7,0,Category3,2042-01-12
50,0,Category3,2042-01-13
48,0,Category3,2042-01-14
84,0,Category3,2042-01-15
91,0,Category1,2042-01-16
6,0,Category3,2042-01-17
91,0,Category3,2042-01-18
9,0,Category1,2042-01-19
57,0,Category3,2042-01-20
31,0,Category1,2042-01-21
21,0,Category1,2042-01-22
90,0,Category3,2042-01-23
40,0,Category3,2042-01-24
45,0,Category2,2042-01-25
77,0,Category2,2042-01-26
49,0,Category1,2042-01-27
87,0,Category1,2042-01-28
20,0,Category2,2042-01-29
92,0,Category1,2042-01-30
17,0,Category2,2042-01-31
28,0,Category3,2042-02-01
41,0,Category3,2042-02-02
66,0,Category3,2042-02-03
25,0,Category1,2042-02-04
58,0,Category3,2042-02-05
41,0,Category1,2042-02-06
6,0,Category3,2042-02-07
75,0,Category1,2042-02-08
38,0,Category1,2042-02-09
6,0,Category2,2042-02-10
45,0,Category2,2042-02-11
75,0,Category2,2042-02-12
14,0,Category1,2042-02-13
66,0,Category2,2042-02-14
40,0,Category2,2042-02-15
3,0,Category2,2042-02-16
99,0,Category1,2042-02-17
97,0,Category1,2042-02-18
24,0,Category2,2042-02-19
19,0,Category2,2042-02-20
18,0,Category1,2042-02-21
64,0,Category1,2042-02-22
88,0,Category2,2042-02-23
35,0,Category2,2042-02-24
62,0,Category2,2042-02-25
1,0,Category1,2042-02-26
25,0,Category2,2042-02-27
45,0,Category1,2042-02-28
49,0,Category3,2042-03-01
98,0,Category2,2042-03-02
89,0,Category3,2042-03-03
16,0,Category1,2042-03-04
98,0,Category3,2042-03-05
93,0,Category2,2042-03-06
19,0,Category3,2042-03-07
23,0,Category3,2042-03-08
83,0,Category3,2042-03-09
25,0,Category1,2042-03-10
16,0,Category2,2042-03-11
54,0,Category1,2042-03-12
73,0,Category3,2042-03-13
1,0,Category3,2042-03-14
42,0,Category1,2042-03-15
19,0,Category1,2042-03-16
97,0,Category3,2042-03-17
34,0,Category2,2042-03-18
80,0,Category1,2042-03-19
55,0,Category3,2042-03-20
18,0,Category3,2042-03-21
34,0,Category2,2042-03-22
89,0,Category3,2042-03-23
45,0,Category1,2042-03-24
6,0,Category3,2042-03-25
21,0,Category3,2042-03-26
70,0,Category3,2042-03-27
96,0,Category3,2042-03-28
48,0,Category2,2042-03-29
39,0,Category1,2042-03-30
31,0,Category3,2042-03-31
10,0,Category1,2042-04-01
30,0,Category2,2042-04-02
18,0,Category1,2042-04-03
60,0,Category2,2042-04-04
88,0,Category1,2042-04-05
73,0,Category1,2042-04-06
95,0,Category3,2042-04-07
15,0,Category1,2042-04-08
4,0,Category3,2042-04-09
63,0,Category3,2042-04-10
40,0,Category1,2042-04-11
9,0,Category3,2042-04-12
9,0,Category1,2042-04-13
26,0,Category3,2042-04-14
4,0,Category3,2042-04-15
81,0,Category2,2042-04-16
16,0,Category2,2042-04-17
15,0,Category1,2042-04-18
99,0,Category3,2042-04-19
52,0,Category2,2042-04-20
69,0,Category2,2042-04-21
5,0,Category2,2042-04-22
20,0,Category3,2042-04-23
79,0,Category1,2042-04-24
18,0,Category3,2042-04-25
2,0,Category3,2042-04-26
93,0,Category2,2042-04-27
13,0,Category3,2042-04-28
4,0,Category3,2042-04-29
42,0,Category2,2042-04-30
74,0,Category2,2042-05-01
61,0,Category3,2042-05-02
95,0,Category2,2042-05-03
8,0,Category1,2042-05-04
67,0,Category1,2042-05-05
63,0,Category1,2042-05-06
9,0,Category1,2042-05-07
94,0,Category1,2042-05-08
11,0,Category2,2042-05-09
99,0,Category2,2042-05-10
42,0,Category1,2042-05-11
13,0,Category1,2042-05-12
36,0,Category1,2042-05-13
13,0,Category2,2042-05-14
12,0,Category2,2042-05-15
37,0,Category3,2042-05-16
74,0,Category3,2042-05-17
73,0,Category3,2042-05-18
52,0,Category3,2042-05-19
71,0,Category2,2042-05-20
2,0,Category2,2042-05-21
56,0,Category2,2042-05-22
60,0,Category2,2042-05-23
23,0,Category1,2042-05-24
40,0,Category3,2042-05-25
64,0,Category2,2042-05-26
85,0,Category2,2042-05-27
23,0,Category3,2042-05-28
29,0,Category2,2042-05-29
78,0,Category1,2042-05-30
90,0,Category2,2042-05-31
51,0,Category3,2042-06-01
69,0,Category1,2042-06-02
95,0,Category1,2042-06-03
89,0,Category3,2042-06-04
31,0,Category3,2042-06-05
50,0,Category1,2042-06-06
20,0,Category2,2042-06-07
55,0,Category3,2042-06-08
81,0,Category1,2042-06-09
2,0,Category3,2042-06-10
25,0,Category2,2042-06-11
13,0,Category2,2042-06-12
92,0,Category1,2042-06-13
70,0,Category2,2042-06-14
67,0,Category2,2042-06-15
58,0,Category2,2042-06-16
99,0,Category3,2042-06-17
82,0,Category1,2042-06-18
75,0,Category1,2042-06-19
84,0,Category1,2042-06-20
64,0,Category2,2042-06-21
69,0,Category3,2042-06-22
83,0,Category1,2042-06-23
86,0,Category3,2042-06-24
59,0,Category1,2042-06-25
60,0,Category2,2042-06-26
83,0,Category1,2042-06-27
62,0,Category1,2042-06-28
16,0,Category2,2042-06-29
88,0,Category2,2042-06-30
68,0,Category1,2042-07-01
15,0,Category3,2042-07-02
89,0,Category2,2042-07-03
55,0,Category1,2042-07-04
35,0,Category2,2042-07-05
55,0,Category3,2042-07-06
14,0,Category1,2042-07-07
49,0,Category1,2042-07-08
83,0,Category3,2042-07-09
7,0,Category3,2042-07-10
30,0,Category1,2042-07-11
83,0,Category3,2042-07-12
49,0,Category3,2042-07-13
89,0,Category1,2042-07-14
16,0,Category2,2042-07-15
51,0,Category3,2042-07-16
72,0,Category2,2042-07-17
82,0,Category2,2042-07-18
92,0,Category2,2042-07-19
80,0,Category3,2042-07-20
83,0,Category1,2042-07-21
42,0,Category1,2042-07-22
17,0,Category1,2042-07-23
63,0,Category1,2042-07-24
45,0,Category1,2042-07-25
77,0,Category1,2042-07-26
7,0,Category2,2042-07-27
27,0,Category2,2042-07-28
10,0,Category2,2042-07-29
34,0,Category3,2042-07-30
36,0,Category3,2042-07-31
25,0,Category3,2042-08-01
6,0,Category1,2042-08-02
24,0,Category2,2042-08-03
18,0,Category3,2042-08-04
87,0,Category2,2042-08-05
6,0,Category1,2042-08-06
29,0,Category2,2042-08-07
25,0,Category1,2042-08-08
55,0,Category3,2042-08-09
81,0,Category1,2042-08-10
46,0,Category1,2042-08-11
24,0,Category2,2042-08-12
75,0,Category1,2042-08-13
26,0,Category3,2042-08-14
98,0,Category3,2042-08-15
28,0,Category1,2042-08-16
3,0,Category2,2042-08-17
75,0,Category3,2042-08-18
38,0,Category3,2042-08-19
61,0,Category1,2042-08-20
78,0,Category1,2042-08-21
51,0,Category3,2042-08-22
90,0,Category1,2042-08-23
48,0,Category1,2042-08-24
21,0,Category3,2042-08-25
54,0,Category2,2042-08-26
56,0,Category2,2042-08-27
94,0,Category3,2042-08-28
59,0,Category1,2042-08-29
72,0,Category3,2042-08-30
51,0,Category3,2042-08-31
20,0,Category1,2042-09-01
96,0,Category2,2042-09-02
86,0,Category2,2042-09-03
59,0,Category1,2042-09-04
71,0,Category3,2042-09-05
9,0,Category1,2042-09-06
1,0,Category3,2042-09-07
29,0,Category1,2042-09-08
63,0,Category1,2042-09-09
72,0,Category2,2042-09-10
56,0,Category2,2042-09-11
68,0,Category1,2042-09-12
35,0,Category1,2042-09-13
3,0,Category2,2042-09-14
7,0,Category3,2042-09-15
27,0,Category2,2042-09-16
1,0,Category3,2042-09-17
91,0,Category2,2042-09-18
80,0,Category2,2042-09-19
71,0,Category3,2042-09-20
44,0,Category1,2042-09-21
87,0,Category2,2042-09-22
41,0,Category2,2042-09-23
75,0,Category2,2042-09-24
42,0,Category1,2042-09-25
33,0,Category2,2042-09-26
50,0,Category1,2042-09-27
63,0,Category2,2042-09-28
37,0,Category3,2042-09-29
59,0,Category2,2042-09-30
81,0,Category2,2042-10-01
99,0,Category1,2042-10-02
48,0,Category1,2042-10-03
5,0,Category1,2042-10-04
48,0,Category3,2042-10-05
96,0,Category3,2042-10-06
3,0,Category1,2042-10-07
47,0,Category3,2042-10-08
62,0,Category1,2042-10-09
99,0,Category3,2042-10-10
14,0,Category1,2042-10-11
63,0,Category1,2042-10-12
61,0,Category3,2042-10-13
31,0,Category2,2042-10-14
95,0,Category1,2042-10-15
17,0,Category1,2042-10-16
24,0,Category2,2042-10-17
23,0,Category1,2042-10-18
82,0,Category1,2042-10-19
50,0,Category3,2042-10-20
78,0,Category2,2042-10-21
79,0,Category1,2042-10-22
79,0,Category1,2042-10-23
